4000;45,045342
3999;44,975019
3998;44,897962
3997;44,824702
3996;44,758634
3995;44,697535
3994;44,643425
3993;44,599885
3992;44,562171
3991;44,521399
3990;44,478852
3989;44,443503
3988;44,41306
3987;44,369609
3986;44,301031
3985;44,218415
3984;44,143883
3983;44,086652
3982;44,035226
3981;43,970456
3980;43,883898
3979;43,785567
3978;43,697699
3977;43,639568
3976;43,611246
3975;43,59164
3974;43,556602
3973;43,499963
3972;43,434197
3971;43,372766
3970;43,322448
3969;43,283089
3968;43,2461
3967;43,196167
3966;43,123381
3965;43,034381
3964;42,944628
3963;42,862283
3962;42,784407
3961;42,713123
3960;42,661252
3959;42,631933
3958;42,614446
3957;42,596625
3956;42,568983
3955;42,518101
3954;42,429586
3953;42,308058
3952;42,180771
3951;42,08463
3950;42,035985
3949;42,00501
3948;41,945771
3947;41,861612
3946;41,806342
3945;41,813069
3944;41,847313
3943;41,837505
3942;41,764264
3941;41,700714
3940;41,70448
3939;41,718337
3938;41,650802
3937;41,490098
3936;41,298901
3935;41,134006
3934;41,012409
3933;40,946574
3932;40,930586
3931;40,921013
3930;40,872944
3929;40,781574
3928;40,694073
3927;40,655518
3926;40,638904
3925;40,564299
3924;40,420017
3923;40,291917
3922;40,22398
3921;40,171046
3920;40,12983
3919;40,165091
3918;40,276306
3917;40,364103
3916;40,378175
3915;40,38686
3914;40,445707
3913;40,50267
3912;40,4862
3911;40,366336
3910;40,147172
3909;39,844686
3908;39,500089
3907;39,197399
3906;39,00877
3905;38,914023
3904;38,809754
3903;38,697086
3902;38,706361
3901;38,861627
3900;39,007745
3899;39,034018
3898;39,007572
3897;39,010934
3896;38,99674
3895;38,909385
3894;38,854993
3893;38,950338
3892;39,036153
3891;38,836402
3890;38,493399
3889;38,387511
3888;38,5526
3887;38,731789
3886;38,667272
3885;38,325816
3884;38,039575
3883;38,077585
3882;38,300654
3881;38,431225
3880;38,297096
3879;38,0332
3878;37,933265
3877;37,987757
3876;37,94987
3875;37,669058
3874;37,22188
3873;36,922428
3872;37,011467
3871;37,295633
3870;37,317589
3869;37,016828
3868;36,880244
3867;37,08838
3866;37,291961
3865;37,299852
3864;37,247959
3863;37,257316
3862;37,310085
3861;37,296325
3860;37,159055
3859;36,904903
3858;36,545686
3857;36,148473
3856;35,916978
3855;36,172634
3854;36,680371
3853;36,546519
3852;36,04219
3851;36,133798
3850;36,638859
3849;36,955152
3848;36,970508
3847;36,843293
3846;36,670844
3845;36,456928
3844;36,180537
3843;35,840799
3842;35,534615
3841;35,387788
3840;35,432185
3839;35,561626
3838;35,6035
3837;35,531523
3836;35,508629
3835;35,654605
3834;35,910351
3833;36,1231
